,low_comment_False
2517,"첫배댓아 뭔소리야 저거 멍이아니라
저 검댕이가 뭔짓해서 능력발동될때
나오는 색이잖아 김두식이 저놈들한테
깨지면 신들 OOO야 한다 애초에
신들이 생명쳐먹을려고 금제건거지
x세대 무서워서 금제건거냐 무봉이가
쌉소리 씨부린거고 김두식은 현 the six중
Q,O는 떡바른다 저놈들이 김두식죽이면
Q랑 O는 진즉에 목매달고 서한량만났어야함"
2518,"적가님한테 별로 안 죄송한게 베도엔 힘들게 노력하셔서 만든 퀄리티 높은 훌륭한 작품들이 꽤많은데 그런거 올려주지는 않고 이런 90년대나ㅠ2000년 초반 유행했던 유치한 인소에 나올법한 스토리에 그저그런 그림체,,, 요즘 네이버 너무 실망스럽기만 하네요 낙하산인가요 뭔가요"
2519,"댓글선동 시작된건가 또ㅋㅋㅋ
백수들많네 진짜ㅋㅋㅋ"
2520,"최근 백경대 솔직히 호구로 밖에 연출 안해서 공감이 안가는 내용.

공자 녹색 아줌마 롯 지로 그동안 실컷 띄워준것도 의미없는 연출"
2521,그냥 침대로 떨어지고 위로 가서 얼굴로 올라가는게 안낫나 천재라매..
2522,"독자들:지은몽,은주몽 함께하겠다."
2523,연습생인거 알아보는거 귀찮다면서 왜 가서 아는척해ㅋㅋㅋㅋ 밤도 같이 먹고ㅋㅋㅋㅋ 알아봐주길 바라는거 같은데??
2524,아 제발 걱정되서 하는 말인데 만화에서도 말했다 싶히 힐훅 저 기술 진짜 위험한 기술이니깐 진짜 함부로 따라하지마세요... 저거 제대로 당하면 인대 다 나가요....
2525,"이건 더이상 캐릭터에 문제가 아닌 듯 한 순간에 모든 캐릭터 성격이 뒤바뀌어버리고 그냥 스토리도 뭐도 다 이상해짐 작가님은 뭐를 이것저것 다 넣어보긴 했는데 점점 평도 안 좋아지고 오수에 대한 욕이 많아지니 오수 실드치기 바빠서 스토리를 엉망으로 뒤죽박죽으로 만들어버림 
작가님 역량이 매우매우 부족한 듯 캐릭터가 짜증나는 걸 넘어서 만화자체가 역겹다"
2526,친구들이 정상 아닌건 아니지.. 저기서 면전에다 대놓고 욕하는것도 좀 이상하잖아.. 속으로 어찌 생각하든 겉으론 빈말이라도 적당히 축하해주는게 보통 반응이지
2527,그림작가님 진짜 죄송합니다 그림작가님은 잘못없어요 그냥 빤스런하세요 손제호 작가님은 답이없어요
2528,흠.. 작가님 일단 무슨 계기를 통해서라도 여주 음슴체좀 바꿔주세요. 악플과 별테의 큰 한몫을 하는것으로 보입니다... 그리고 계좌가 털리는데 카드사가 무슨 상관이죠... 은행들이 전화를 받아야지.. 무튼 그래요.. 유치할 수 있어 보이는 몇몇 포인트로 인해 작품이 저평가 되는게 안타까워요
2529,"근데 왜 별점을 낮게 주는 것을 ""테러""라고 하는 건지 도통 이해 할 수가 없네요. 내가 보고 재미가 없다고 느낀다거나, 업데이트가 너무 늦게 되었다면 낮게 줄 수도 있는 것이고, 그러라고 별점도 1점부터 10점까지 선택 할 수 있게끔 해놓은 것 일텐데 말입니다. 무조건 10점만 주라는 법도 없는데. 별점 낮게 주는게 왜 ""테러""인지요? 그리고 이 시기의 사다함 작가님은 도가 지나칠 정도로 심한 지각을 하셨더랬습니다. 짧게는 몇시간에서 길게는 이틀까지 늦으셨지요."
2530,진짜 안돌아 오시는 검니꽈 OTLㅠㅠ
2531,"현재 시점에서...1.동태: 미오후만 살아남으면 뭐든 상관없는 사이코, 2.미오: 자신과 남친을 도와준 사람에게 칼을 겨누는 미치광이, 3.은주: 다이스덕에 행복해진 사람도 많지만 다이스는 나쁜 거니까 없앨거야 에헤헤, 4.무영(태빈): 중2뵤와 세카이를 멸망시는 데스..5.최현: 현재로선 자기 혼자 살겠다고 엑스한테 달라붙은 간신배 6.대웅: 그냥 속물, 7.요한: 사이비 복수귀, 8.수영: 허세 쩌는 쩌리, 8.지은: 그냥 디지털 성범죄로부터 자유로워지고 싶을 뿐....공리주의적으로 봤을 때 최후의 다이스를 손에 넣어서 가장 세상이 잘 굴러갈 거 같은 사람이 지은 누나임. 만약 다른 사람이 차기 엑스가 된다고 해도 동태나 미오는 안됨."
2532,"왜 욕하는 사람들이 없어진 줄 알아?
1화나 2화 보고 싹 다 하차한거지 ㅋㅋㅋ"
2533,시간에 제때 몬올려서 네이버가 그냥 빨리 완결내라했다가 작가가 그러면 차라리 빨리 완결 낼빠에야 그냥 연재 안한다고 한거 아닌가
2534,아니..너무한거 아닙니까...어떻게 애들 온정한 얼굴보다 짜집기 개그컷이 더 많은건지...
2535,작가님이 보여준 오수의 심리 묘사는 평범하다 못해 열등감 덩어리에 소심하고 남자 가지고 저울질 하며 지 기분 나쁘면 친구들에게 인성질 까지 했던... 그런 모습이었는데. 왜 친구들 입장에서만 보면 엄청난 필터링이 되는거지;; 
2536,반장좀그만나오게해줘 안경물도싫고 스토리 전개도 안되고...
2537,베스트댓글 내용들이 참 가관이네 지네들은 무슨 수냉쿨러컴퓨터마냥 쏘쿨하게 고백하고사귀어서 딥러브하고있나보네요?ㅋㅋㅋ 얼척이없어서ㅋㅋㅋ 동원이가 꿈을갖게된전개가 중요한데 무슨 전개타령인지 이거 연애물아니에요 개돼지들아 평범한8반이 평범해지는내용이지;
2538,"미오가 동태 말린거 경쟁자 조금이라도 제거됐으면 하는 마음인듯? 동태한테 다른 다이서들(은주,지은 포함) 모조리 죽여달라한게 진심이었던것. 즉 은혜는 쥐뿔도 모르는 최악의 여주잼~"
2539,작가님 통태가 코 찔찔 흘리던 때부터 보던 독자입니다. 요즘 들어 다이스의 일관성이 너무 떨어지는것 같습니다. 계획 다 세워 놓고 털리는 미오나 처음에는 아주 비중있는 케릭터로 등장할것 같았던 누나도... 무영이도 벨붕돼가고 있고..또 앞의내용이 너무 뻔해집니다. 지금 동태팀 전력 상태로는 절ㅡ대 수영이가 갑자기 OOO 처럼 돌변해서 동태 돕는다 해도 못이깁니다. 이기면 이긴데로 일관성 떨어지고 분명 또 중간에 은주가 태빈아 이러지마 해서 태빈이 영혼이 막는 식으로 가겠죠... 떡밥 회수도 어떻게 하실려고 계속 키우시눈지는 몰라도 저는 다이스 사랑하는 독자로써 예전의 다이스 즉 123위를 다투던 그 다이스로 돌아갔으면 좋겠습니다. 제생각에는 작가님이 조금 쉬다가 스토리 보충해서 와주시는게 나을것 같습니다. 한달이건 일년이건 휴제하시고 와도 저는 그리고 많은 독자들이 완결 나는 날까지 작가님 작품 볼테니 더 멋진 다이스 만들어주세요. 작가님 힘내시고 사랑합니다 꼭 읽어 주시면 좋겠네요
2540,가이린 : ..오해하지마. 갑자기 사람이 너무 많이 와서 앉을 자리가 없었을 뿐이야.
2541,"장단점정리
1.장점
 *시즌1기준 좋은 스토리텔링과 독자들이 보고 추측하게끔 유도하는 떡밥
 *떡밥을 잘 풀어내고 이따금씩 반전을 주려고 노력하며 재미있는 스토리를 만들어냄
  *핸드폰에 신을 봉인해 그 힘을 사용한다는 기발한 발상을 이용해 진입장벽이 낮고 빠져들기 쉬운스토리
*므흣한 짤
2.단점
  *시즌 2로 넘어오면서 육체의힘이고 자시고 시발 요괴화만 주구장창
 *목적의식 잃어버린 주인공
 *시즌 1때는 차곡차곡 떡밥도 쌓고 메인스토리+떡밥회수등이 같이 진행됬다면 지금은 그냥 둘중에 하나도 잡지못하고 다 놓치는듯함
 *비유로 게임을 예시로 메인퀘스트/서브퀘스트가 있고
 메인퀘스트를 하며 주변에있는 서브퀘스트를 한다!!가 아닌
허헣 스토리몰라도 돼니까 서브퀘로 이쁘고 머싯는거만 보러가야지 같은 느낌입니다.작가님...초창기때부터 본 독자로서 요즘 자꾸 실망스럽습니다...물론 마감 힘든거 다 압니다.그렇지만 조금 지각을 해도,휴재를 좀 하더라도,좋은스토리로 보여주셨으면 좋겠습니다♡"
2542,"여주 인성 파탄자인것도 문제긴 한데 이건 수많은 문제중 하나일 뿐이고.. 가장 큰 문제는 작가가 너무 지능이 낮아서 천재캐릭터 설정을 감당 할 수가 없는 지경임. 발명품이랍시고 나오는것들도 초딩이 할 법한 발상이 전부.. 애초에 작품을 정말 재밌게 만들고 작가의 스토리텔링이 유능하면 주인공 성격이 파탄났든 싸이코패스든 대중이 재밌게 볼 수 있는 작품도 만들어낼 수 있는것임. 
이건 단순한 설정상 문제가 아니라 작가 기량의 문제라는것."
2543,양형.. 범죄만 저지르지않는이상 뭘해도 신경안쓸게 덴마 덴마만다오.... 연중 1년 때릴때부터 양형은 이미 포기했어 그러니 덴마만 계속달라구....
2544,"마지막 정시연재는 2월 23일 다이크(282), 현재 130일째 정시연재 없고 지금 올라온건 일요일분.. 양형 진짜 왜그래"
2545,저렇게 해서 다이어트 성공해도 주변 사람 다 떠나가면 무슨 소용이냐..
2546,"왜 작가가 너희보다 멍청할거라 생각하냐;; 밸붕 소리 들을거 뻔하고 개거품물거 보이는데 ㅋㅋㅋ아무생각없이 했겠냐
이유 나오겠지 나온지 한화밖에 안됬는데 이러네 
아주 작가를 조종하려 드는게 한두번도 아니고 네이버 독자 수준 ㅋㅋㅋ급식들이 대부분이라지만 너무 심한거 아니냐 ㅋㅋㅋ별점제도를 그냥 없애버려"
2547,친척레알 재수없다 ㅇㅈ?
2548,와 슬레쉬는 저와중에 한마리 떨궛네
2549,옛날에 팔 360도 돌아간다고 하지 않았냐?
2550,????? 나라면 루시퍼 연락 씹고 살텐데 왠 기회..
2551,"이번편 딱 보니까 발암커플이 왜 욕쳐먹는지 알겠구만ㅋㅋ 은주는 결국 가장 이상적인 해결책을 일관성있게 밀고 나가는는 인물이고 지은이는 가식따위 내버리고 절박함과 동시에 나쁜다라는것을 인지하는걸 보여주고 있음 
그에비해 동태는 다이서 사냥하면서 죄책감도 안느끼지 그런놈이 예전엔 성인군자인척 허세 떵떵 부리지 ㅋㅋ 미오도 지은이 약했을때 괴롭혔던 주제에 사회적 약자를 다이스로 돕고싶다던지 이중성 보여줬음 
주인공 커플이라는 애들이 온갖 이중성으로 똘똘뭉쳐있는데 유치한 커플놀음으로 분량 다쳐먹으니 독자들한테 욕먹는건 당연한 거였음 발암커플 ㄹㅇ"
2552,캐붕 자꾸 일어나는게 작품내에선 24시간도 안걸리는 상황을 몇달내내 쳐그리고 있으니까 작가도 시간관념을 잃어버린듯.. 지은이가 4달동안 사라져있던게 하루채 안되는데 작가는 4달동안 쳐그리고 있으니 4달간 심경의 변화가 있을거라 생각하고 그리는거다. 지은이의 캐붕이 이해가 잘 안가시는 분들은 마지막 등장이었던 221~222화와 다시 등장한 237화를 비교해보시면 됩니다.
2553,"이 정도면 박지호 작가 지인 아니냐?
ㅈㄴ꼴보기 싫어서 만화로 돌려까는거지 
그게 아니면 저새기 하는짓거리들 설명이 안됨
또또편이나 재열이의 지갑편이나 에버랜드편이나 
하나같이 허세부리거나 개트롤짓만 골라서했는데
얘 나오는 에피소드들 어처피 스토리랑 연관성0임 번외편처럼 진짜 꼴보기싫은 지인 그린듯"
2554,저 쪼랩들이 김두식을 이긴다는건 좀 말도 안되는듯
2555,"░░░░░░░░░▄░░░░░░░░░░░░░░▄ 
░░░░░░░░▌▒█░░░░░░░░░░░▄▀▒▌ 
░░░░░░░░▌▒▒█░░░░░░░░▄▀▒▒▒▐ 
░░░░░░░▐▄▀▒▒▀▀▀▀▄▄▄▀▒▒▒▒▒▐ 
░░░░░▄▄▀▒░▒▒▒▒▒▒▒▒▒█▒▒▄█▒▐ 
░░░▄▀▒▒▒░░░▒▒▒░░░▒▒▒▀██▀▒▌ 
░░▐▒▒▒▄▄▒▒▒▒░░░▒▒▒▒▒▒▒▀▄▒▒ 
░░▌░░▌█▀▒▒▒▒▒▄▀█▄▒▒▒▒▒▒▒█▒ 
░▐░░░▒▒▒▒▒▒▒▒▌██▀▒▒░░░▒▒▒▀ ▌ 
░▌░▒▄██▄▒▒▒▒▒▒▒▒▒░░░░░░▒▒▒ ▌ 
▀▒▀▐▄█▄█▌▄░▀▒▒░░░░░░░░░░▒▒ ▐ 
▐▒▒▐▀▐▀▒░▄▄▒▄▒▒▒▒▒▒░▒░▒░▒▒ ▒▌ 
▐▒▒▒▀▀▄▄▒▒▒▄▒▒▒▒▒▒▒▒░▒░▒░▒ ▐ 
░▌▒▒▒▒▒▒▀▀▀▒▒▒▒▒▒░▒░▒░▒░▒▒ ▌ 
░▐▒▒▒▒▒▒▒▒▒▒▒▒▒▒░▒░▒░▒▒▄▒▒ 
░░▀▄▒▒▒▒▒▒▒▒▒▒▒░▒░▒░▒▄▒▒▒▒ 
░░░░▀▄▒▒▒▒▒▒▒▒▒▒▄▄▄▀▒▒▒▒▄▀ 
스토리 막장 잼"
2556,아씨 다 때려쳐 그냥
2557,그냥 첫컷부터 짜증이 확 밀려왔다. 끝까지 미오미오미오미오 ㅋㅋㅋㅋㅋㅋㅋ 예쁜 그림인데도 발암캐만 편애하니 진짜 비호감 절정됨. 별개로 내용은 좋았네요
2558,저거땜에 허밍버드팀 오해받을듯
2559,백경대도 진짜 한물 갔구나 아무리 이사님의 명이라 그래도 어떻게 주인으로 충성한 사람을 저런 심각한 약물중독 상태가 될때까지 내버려 둘수 있지... 헤글러랑 롯 이었으면 이사고 뭐고 저 백경대 둘 부터 머리통 날렸을듯..
2560,"트름나온다
 꺼어어어어어어억"
2561,야 잠깐 왜 A.E가 아니라 에필로그냐 진짜 다이크편 마지막이라고 덴마 이대로 끝내는거야?
2562,"아니솔직히 발암커플이라고 완전히 묶어서 까고들 있는데 미오가 문제지 동태는 그다지 발암 아니지 않음? 4부에서 지은이랑 붙어다닐때만 해도 동태도 세상을 어떻게 바꿀건지 고민도 하고  
나름 진중한 속내 다루곤 했어요~ 미오랑 묶여 나올때만 유치하게 흘러갔죠@ 은주랑 대립할때도 그렇고 그렇게까지 발암 아닙니다. 맨날 똑같은 내용 반복하는 미오가 발암이지 동태는 빼주세요 -_-"
2563,진짜 개뿜었네 ㅋㅋㅋ 나말고 권승룡 쏘면 안돼나 쇠구슬밖에 안던졌는데래 ㅋㅋㅋㅋㅋㅋㅋㅋ
2564,"베댓이 말한 강화퀑의 심각한 부작용은 591화에서 콧수염이 말했던 부작용 같네요. 소켓을 이용해 몸이 감당할 수 있는 오류보다 큰 오류를 주입하면, 몸은 상위 단계의 오류에 적응해 나가는 것처럼 보이지만 결국 종양의 발생과 함께 완전히 부서진다고."
2565,"밑에서 세번째컷 김치맨 바지바뀐거 아무도 모르는거냐
못본체 하는거냐?"
