,high_comment_False
1814,그나저나 저번에 오영곤이랑 설이 사진 정이가 찍은 게 아니라 인하가 찍은 게 확실해졌네여 폰 다시 돌려줬다는 거 보니
1815,너무 안쓰럽다 인호야... 백인호... 인하야 정신좀 차려줘 제발... ㅠㅠㅠㅠ
1816,솔직히 저런 놈들이 피해망상 오져서 따 안해도 따당하는줄암 
1817,"저건 진짜 엄마도 무책임한 거임 유일이가 매번 생활비고 챙겨주고 동생 엄마 걱정에 일도 다 때려치고 내려오고 얼마나 고생하는데 어떻게 그런 상처를 준 ""가해자""를 맞이하고 밥까지 차려주려고 하나 한 번 두 번 한 것도 아니고 상습적으로 지 마음대로 바람폈다가 돌아왔다 하는 사람인데 그게 어떻게 아빠야 그건 유일이 말대로 없는 사람이지 그걸 어떻게 아빠라고 해? 그냥 가해자잖아 물론 계속 돌아오는 아빠라는 작자도 정상적인 사람은 아니지만 뭐 지금 진짜 정신 차렸다고 해도 돌아오는 걸 왜 자기 혼자 정해 유일이랑 유일이 동생 의견은 어디다 팔아먹고 자기 혼자 오겠다 말겠다 지x이야 아 쓰다보니 빡치네 개x끼 길가다가 방울 두 동강나라"
1818,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이거말고는 설명도 못하겠네
1819,염치야... 워터프루프 제품 사용했어야지 이게 뭐니 남자가... 우는 모습이 예뻐야 진짜 남자지...
1820,"미카 원래 여자 모습을 더 좋아했었는데 계속 남자 모습만 나오네
"
1821,"쿠키 굽는다고 돈 버려..
잠 못자서 몸 버려..
하지만 끊을수가 없다 ㅜㅜ"
1822,아니 왜 저런옷을입고다녀 ㅋㅋㅋㅋㅋㅋㅋㅋ
1823,소오름
1824,내지갑이닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개빵터졌네
1825,아니 띨띨하게 생겼다는 묘사로 찾아내는 건 뭐야 ㅋㅋㅋㅋㅋ
1826,금란이 언급은 왜 없어 ㅋㅋㅋㅋㅋㅋㅋㅋ 이제 지란이 망했네 ㅋㅋㅋㅋㅋㅋㅋ
1827,마음 속으로라도 죄책감 한톨 비추질않네. 애가 어쩜 저렇게 뻔뻔해? 친구 무리에서 떨어져나온 것도 지가 이간질 해서라는거 뻔히 알고있는 주제에.
1828,다시 댓글이 줄었다
1829,아오 첫컷부터 얘야
1830,안 내면 진다고 하니깐 진짜로 안내냐ㅋㅋㅋ 넬 똑똑햌ㅋ
1831,"유정은 자기걸 탐내는 백남매에게 조금씩 지치기는 했지만 관대했음. 그 이유는 백인호가 이상한건 니가 아니라 니걸 뺏으려는 사람이다. 라고 말하며 자신을 알아줬기때문. 그래서 마음 놓고 웃기도 하고, 백인호가 존경하는 피아니스트의 싸인을 대신 받아오기도 했었음. 그러나 그 날 들어버린거임. 백인호의 말실수를. 게다가 그동안의 자신의 일거수일투족을 아버지에게 얘기한게 백인호라는 오해까지 하게 됨. 상황적으로도 백인호가 집에 자주 오는데 그럴 때마다 부모님의 다툼이 잦아졌고, 또 말실수 내용의 이유가 감시해주기때문이라고 느꼈던거임. 어쨌든 그래서 유정은 기만당했다고 느낀거고, 믿었고 마음을 열었는데 진심이 아니었다고 생각해버린거. 백인호 역시 유정의 태도나 유정의 성격을 통해 의도했다고 확신하고 자기가 그렇게 큰 잚ㅎㅅ을 했나 납득이 안됐을거임. 그렇게 이미 오해의 골이 깊어질데로 깊어져서 메꿀 수 없어졌고 서로가 서로를 원망하게 된거.. 아, 쓰다보니 또 속상하네."
1832,그러면 설악은 이무기가 여의주에 힘을모은걸 전해준하는 전제하에 계약한건가..??아니라도 먼가 강유에게 도움되는 제안이 아니면 무기가 받아들이지 않을것같은데....대체 무기 어케 꼬신겁니까 설악...아니 자까님..!! 알려주세요ㅜㅜ
1833,사스콰치랑 동급데려오랬더니 대타로 레이져쏘는 괴물을 데리고오기냐?!
1834,저러다 나중에 어글리후드인거 밝혀져도 그냥 물흐르듯 시다바리 하고 있겠네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1835,"백인호 백인하 또라이 끼 있는거 보면 
백교수란 놈도 문제 있던 놈임 ㄹㅇ"
1836,"이제 탁무이 소문 이상하게 날것같애
저 꽁자까님이랑 같이있는것도 누가 몰카찍어서
기사올리고 '탁무이,다홍 짝사랑 무시하고 일반인과 연애'
이런식으로 기사뜨고 욕먹을것 같아ㅠㅜ
누가 이 고구마좀 없애줘바,,ㅠ
(내 댓글은 떠밀리겠죠.,,"
1837,"여러분 수염 하나로 얼굴이 다른거 보이시죠?

허세로 기르시려는 남성분들 생각해보시고 기르세요"
1838,성까지 붙이니 이미 정떨어진 사람이름 부르는거같다
1839,연재때는 머리가 덜자라서 의미를 몰랐지만 지금은 순끼님이 전체연령가에서 얼마나 노력하셨는지 알았다
1840,저 영감은 간은 콩알만하면서 꿈만 크네
1841,응큼 아메리카  VS  예의언맨 제 2탄
1842,ㅋㅋㅋㅋㅋㅋㅋㄹㅇ 유정 홍설 크로스조합ㅋㅋㅋㅋㅋ나도 그팀할래...
1843,"평점 높길래 다섯편만 봐보자 했다가 미리보기까지 해서 여기까지 왔다...... 
이 웹툰 왜 밑에 있지"
1844,"????15화에 마스크남 얼굴 나왔었음,,"
1845,유정이 졸라 똑똑해서 플랜이 완벽하게 실현된 거지만 무엇보다 솢민수의 되는대로 복붙하는 멍청함이 캐리했다
1846,우리 편찮은 할머니보다도 열몇살은 더 많으셨던 큰할아버지. 아흔 넘으시고도 담배 피고 자전거 타고 다닐 정도로 정정하셨는데 설에 뵙고 추석에 또 뵈러 갈 때 건강이 급격히 안 좋아지셨다고 마지막으로 인사드려야 한다고 들었다. 할아버지댁에 들어서고 본 모습은 병원의 치료도 더 이상 소용이 없는 정말 며칠 안남으신 모습이었다. 20대인 내가 봐도 생명의 불씨가 다 꺼진 사람의 몸은 정말 이질적이고 무서웠는데 어린 설이는 어땠을지..
1847,쟤네 사귀는거 전부터 계속 나왔는데 그 땐 뭘 보시고 지금 와서 이러세요 그리고 사귀면 사귀는거지 왜 굳이 게이냐 동성애냐 묻는건지 이해X 만약 설이랑 정이 사겨도 이성애냐 물을거 아니면 걍 입닫고 보셈
1848,아 왜 다들 떠날 것 같지..ㅠㅠㅠㅜㅜ 작가님이 완결날려면 멀었다고 하셨으니까..ㅠㅠㅠㅜ 저 믿고있을게요ㅠㅠㅠ 
1849,팔부서지는 소리가 들린다...
1850,헐
1851,"여기서 의문이 생겼습니다 
작가님 왜 제임수는 저주에 걸리지 않았죠?"
1852,인하야 말로 예쁜 쓰레기의 정석이자 표본 아닐까 싶다
1853,이렇게보니까 정이 왤케 안타깝냨ㅋㅋㅋㅋㅋㅋ
1854,키스하는 장면을 보여달라고!!!!!!!
1855,ㅠㅠ서비스컷미쳤다 개설레
1856,솔직히 대한민국 아이돌 시스템은 그래요... 팬들은 굳이 돈 막 쓰고 새벽까지 스밍하고 방송 매일 가고 이런거 필요 없잖아요. 팬은 돈과 시간은 많이 가니까 '내 아이돌은 내꺼야!' 이런 생각이 들어요. 적당히 합시다.
1857,손자까지 봤다는 베댓말 너무ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오영곤 머릿속에 들어갔다오신분...
1858,"남주연 진짜 현실적이다 내가 한짓때문에 맘이 불편해서 가보긴 해야할거같은데 갑자기 난 어떻게 되는거지, 혼자가긴 무서운데 이런생각들고.....너무 현실적이어서 오히려 무섭다"
1859,월요일 웹툰 뭔가 핬더니 브로콜리 그거였어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1860,이건 진짜 주연이가 잘못했어 그러다 정말 큰일이라도 났으면 어쩌려고
1861,이 녀석 속깊은 놈이었자나 누가 응큼세포 천대햇냐
1862,제가 보기엔 말이랑 바꿔치기 한듯 말 장면 나오고부터 황요 흐느적 흐느적 가고있음
1863,"백인호 이젠 보면 볼수록 짜증난다. 초면인 사람한테 반말하고, 막 잡고, 남의 폰이나 뒤지고, 유정이 다 지원해주고 있는데 엿먹일 생각이나 하고, 설이한텐 자기가 해준것도 없으면서 무례하게 밥이나 사라고 하고.........진짜 싫다"
1864,정이랑 인호 보고 있으면 어설픈 첫사랑 같은 기분... 너무나 반대라 환상 품은 채로 끌렸고 다른 걸 맞춰나가기에는 너무 미숙했고 상대에게 실망하고 나 자신에게 실망하고 끝나버린...
1865,"나는 사실 설이가 이 얘기를 할 때 정이가 첨 놀란 건 
설이가 그런 행동을 했음에 대한 단순한 놀람이고
다 듣고 나면 이제 설이가 본인을 더 잘 이해해줄거란 기대감에 혼자 웃을 줄 알았음...
그래서 마지막 정이 표정 진짜 인상적이었어
어...이게 아닌데... 이게....아닌데.........."
1866,결론 : 돈이 있어도 자리가 없음 소용없다.
1867,"가담항설이 그동안 쏟아낸 명대사가 한둘이 아니지만,
오늘 어린 명영이의 말들은 그냥 몇마디 명대사가 아니라,
절밍적으로 처참한 삶에 처한 인간이 어떻게 자신의 삶을 직시하고 수용해야 하는가를 보여주는 듯 하다."
1868,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋ- 알바? - 알바트로스 - 아, 알바트로스 큰 새 멋있죠. 이거 개웃긴데 아무도 언급이 없네.. 나 혼자 웃었나.."
1869,"작가님 저 둘 사귀게 해줘요!
못 사귀면 나는 바지에 똥을 쌀거야"
1870,인호파는 시끄럽게 고개를 들어주세요...
1871,민혁이 대신에 길구가 민혁이 할아버지한테 갔나?
1872,베댓 너만 그렇게 본거 아니야
1873,똑똑하고 잘생기면 뭘더하란거지. 히아센 세상 혼자사네ㅠㅠㅠㅠㅠ
1874,왜 아들이 그렇게 나왔는데 보질 못해
1875,테오가 호티비슈누로 살아난게 맞았구나.. 간다르바가 초월기써서 영혼을 붙잡아뒀다는 추측은 옴팡지게 빗나가버림
1876,수줍어하는 백인하 언제봐도 참 낯설다 ㅋㅋㅋㅋㅋ
1877,아니 왜 둘만 모르냐고 둘이 연애하는거ㅠ
1878,하.하.부.장.님.너.무.웃.겨.요.하.하
1879,저도 백산같은 가족이 시급합니다.
1880,ㅇㄴ 저 원장 완전 쓰레기 아녀 애들 밥먹이는게 뭐가 힘들다고 어차피 지 돈도 아니도 애들 먹이라고 기부금 받은건데 그걸 빼돌리고 애를 영양실조로 죽게 만드냐 이쓰레기야 저 돈다발 한 묶음만 애들위해서 썼으면 갖고 싶은 장난감 가지고 하루종일 놀고 일주일 넘게 먹고 싶은거 다 먹으면서 살았겠다
1881,나오미 멍청하다 능력없다 하더니 진짜 멍청한 짓 하네요. 지금 탈론이 나오미랑 손잡으려는 건 본인 능력 때문이 아니라 순전히 다른 목적을 위해서일 뿐입니다. 탈론 입장에서는 버나도스 의원 끌어내거나 반대로 같은 편으로 끌어들이고 나면 더이상 나오미랑 손잡고 있을 이유가 없죠. 그리고 그 상황에서 탈론이 나오미를 팽하려 한다면 나오미한테는 그걸 막거나 탈론을 압박할 수단이 없습니다. 본인이 뭘 잘해서 일이 풀리는 게 아니라 그냥 이용당하고 있을 뿐인데 앞뒤 분간 못하고 누울 자리 안 보고 다리 뻗고 있는 거죠...
1882,"이쯤되서 궁굼한게 루이사 나이 롤랑보다 많을까..?
적을까..? 롤랑은 초반에 성인견된지 얼마않됬다던데
루이사는 나이가 얼마일까..?"
1883,작가의 말을 이해할 수 없다고요? 그게 정상입니다.
1884,뭔가 이 만화는 로맨스로 안보이고 정쟁으로 보여서 모든 장면들이 다 무섭다
1885,벌써 다 읽은거임?;;
1886,저건 기생오라비가 아니라 그냥 기생같은데
1887,아닠ㅋㅋㅋㅋ작가님 의성엌ㅋㅋㅋㅋㅋㅋㅋㅋ극사실적이야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1888,김상철이 치졸하다고 웅앵웅 하니까 경환이 무지개반사~ 하는 거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1889,"귀신 지긋지긋하다면서 왜 1화에 무서운거 땡긴다며 귀신얘기 꺼내냐, , ."
1890,그리고 누가 세냐 얘기 그만하고 잔월대마좀 봐줘요. 가슴 아프다잖아요. 왜 아무도 신경을 안 써줘
1891,유정이 짜증 난다는 분들도 실적 한번 뺏겨보시면 이해되실 것 같은데
1892,미리가 바리한테 목돌이 둘러주는거 너무 어색한데 과거엔 그래놓고 현대에서 왤케 인성바닥이야 ㅋㅋㅌ
1893,유정 불쌍하다.. 본인아버진데..
1894,인하는 정말 나이만 먹었고 그때 그시절에 머물러있구나 연재할 당시엔 이해안간다고 생각했는데 지금보니 제일 치료가 시급한사람은 인하였던거같다...
1895,아.. 왜 막컷 잘생긴거죠..ㅠ
1896,"쿠키 욤뇸뇸뇸뇸♥
작가님도 이집 쿠키가 맛있다는걸 알고 계시네여ㅋㅋㅋ"
1897,배댓에 올라온거 보다보면 진짜로 지키면 몇백 몇천명이서 네이버본사앞에서 무슨 재밌는짓할까 궁금
1898,아니 근데 그렇게 열심히 입털었는데 진짜 꼴등이라니 너무하는데
1899,다영이 기억 안 남? 둥글둥글한 척하면서 이기적으로 구는 그런 사람인데;; 조별 과제 사건 때도 그렇고 손민수 사건 때도 그렇고 잘못한 사람 분명한데 심하게 대했다고 되려 설이한테 뭐라한다거나 딱히 불쌍한 캐릭터는 아님
1900,"솔까 첫만남부터 절친한테 물뿌리고 부적뿌리고 심지어 영단이같은 어린애한테 잡으라고 보채다가 결국에 기신이한텐 사과도 안해버렸는데 그런사람한테서 부탁 받아봤자 들어주고싶은 생각 단 1도 안들듯.. 

나같아도 걍 그양반 무시할것같음.."
1901,"구봉이 이메일은
would you like to something to drink@naver.com"
1902,웹툰에서는 어르신이 구해줬지만 저 남자가 하려던건 범죄에요. 의식 없고 못움직이는 여자 데려가서 강간하려는거
1903,대통령이랑 국민은 수평이고 왕이랑 백성은 수직이지
1904,레나 노트에 DNA그려져있는거 이거 네임드 유전자조작으로 능력얻은거잖아 백퍼잖아
1905,바보공기도 못한다 하면 아 그럼 넌 달팽이 해 라고 함.. 그렇게 까지 같이 해야하는 거냐
1906,계선우 아..ㅈ됐다 할때의 느낌이 뭔지 느껴졐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좋아할지몰랏는데 좋아진걸 느꼈을때ㅠㅠㅠ
1907,설이 유정이랑 데이트하는거 상상할때 너무 웃겨ㅋㅋㅋㅋㅋㅋㅋㅋ 아니 왜 암판정받는것까지 상상하는건데ㅋㅋㅋㅋ
1908,유연파 소리질러...미친...유연아..사귀면 얼마나 다정해질거야..응?...왜이렇게 잘생겼어 ...ㅠㅠㅠㅠㅠㅠ
1909,아 진심 유정이랑 인호 성격 잘맞는데...지금도 유정이 솔직하게 성격 드러낼 수 있는 사람 중에 한명이고...어쩌다 틀어져서ㅠㅠ 너무 아쉽다...
1910,와 통학생한테 저런걸 시키냐 이미 인류애 바닥인데 진짜
1911,제 자식을 제대로 못지키는 자책감을 반복해서 주는 것같아 안쓰러...ㅠ 세상 정말 불공평해보여ㅠ
1912,"세자 개차반이라 좋지않나요?
우리 황녀님 가는길에 고이 밟혀 거름이나 되거라"
1913,잘생겼는데 심지어 이쁘기까지해...사기캐릭
1914,근데 유정이 한 짓도..뭐...작정하고 괴롭히는게 아니라 자기한테 나쁜 짓 한 사람들 엿먹이는거니까....
1915,슬기얼굴 왜 저모양인가 했네 맞아서 함몰 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1916,응딩이 선 그어준게 그렇게 잘못인가요..?
1917,형사 적는거 극혐
1918,피곤해도 넘어가던 설이가 똑같이 갚아주네....
1919,둘은 그렇게 하늘의 별로....
1920,숙희가 모든 것을 하나로 연결시키네
1921,작가님 이거컷툰 아니잖아요 빨리 오류해결해요
1922,파천신군하고 파황신군은 다른 사람이죠?
1923,문자 : 월세 내세요.
1924,"인기 없으면 어때, 나만 좋아하면 되지!"
1925,"이리와서 호형을 읽어라..웅웅..
별점을 10개 줘라..웅웅.."
1926,아 어떡해 계선우 좋아지고있어 서브병아 제발ㅠㅠㅜㅠ
1927,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋ엘사 니가 짱이다 짱먹어!! 그나저나 과거에 마야한테 그렇게 살지 말라는 거 센이 데우스 시절인듯...
무슨 사이었을까 둘이"
1928,유정... 손민수 빤히 쳐다본거 왠지 설이가 손민수가 자기 따라한다고 했던 말 생각하고 대체 뭘 따라한 건지 관찰한 것 같은 느낌이 ㅋㅋㅋㅋㅋㅋㅠㅠㅠㅠㅠ 그래서 비웃은 것 같음...
