,high_comment_True
2229,유연이랑 재현이를 떠나서 진정한 친구가 있는 바름이가 너무 부럽다. 아프다고하면 바로 달려와서 걱정해주고 울어 줄 사람이 있다는 게 너무 부럽고 바름이 열심히 살아온게 느껴져서 이번화는 정말 가치있는 화였던 것 같다...
2230,'내' 여자친구를 강조하네... 장난감 복선보면 온전한 자기것이 유정한텐 의미가 깊은듯
2231,313개소름 .. 난 313호 재밌어서 좋았는데 이제는 보지도 못하겠네 
2232,중열아 니 이름만 나와도 눈물이 앞을 가려..
2233,근데 우기가 웅이랑 유미보다 6살어린뎈ㅋㅋㅋㅋ웅이랑 겁나 친구먹음ㅋㅋ
2234,와 나 게이될것같아
2235,진리의 과학적성의이해..난 유정이 한말중에 이게 젤웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2236,평상 밑에 숨어서 입막고 있던게 예전에 얼음물 아래 숨은것과 똑같군요!
2237,와 저 단장 진짜 좋다
2238,명함 줄때 누가 그렇게 주라고 가르치든? 우리 정년이한테 양손으로 줘도 모자를 판에!!
2239,"여기서 알수있는 건. 남자가 단둘이 밥을먹으러 가자고 하는 건 무조건 관심의 표현이라는 것. 류민도 결국은 유일에 대한 관심. 셰프도 유일이에 대한  관심. 무이도 관심
즉 남자는 결코 관심이 없는 여자에게 시간도 돈도 투자하지 않는다"
2240,썸네일 실화에요... 정말... 작가님.. 사랑해요♡
2241,유연아 남주답게 바름이 구해줘...
2242,호선이 품 안에 쏙들어오는 거 너무 귀엽다ㅋㅋㅋㅋㅋ
2243,와 정말 이런 그림체에 그런 대사까지 너무 완벽해서 사랑할 수 밖에 없잖아ㅠㅠ
2244,극한직업
2245,아나 여기서 쿠키결제 멈추려고 했는데 제일 조아하는 삼자대면잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2246,이해하면 무서운 사진.jyp
2247,새해복많이받으세요
2248,"ㅎㅎㅎ 재밌게 보고 있습니다.
남편 이름도 재구에요 ㅎㅎㅎㅎㅎㅎ"
2249,추이건 호랑이건 용맹하군요... 근데 저흰눈썹이 무슨생각일까요?...
2250,새해복 많이받으세요
2251,귀전구담 보면서 제일 얼굴활용을 잘한 캐릭터...
2252,구웅ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2253,술취한 홍시가 보고싶습니다!!!!!!!
2254,최애를 닮은 남자가 대시한다고??!!그걸 어케 놓쳐ㅠㅠㅠㅠ
2255,알고보니 수지 소현이 좋아한 거였음ㅋㅋ
2256,솔직히 저건 ㄹㅇ 소름끼침;
2257,소꿉친구 로맨스의 정석 아닌가요ㅠㅠ ㅠㅠ
2258,처음에 나온 멍멍이는 정녕 엑스트라인 건가... 쿨한 모습 너무 좋은데
2259,으른섹시가 최고구나
2260,하난이도 그렇지만 초을이도 죽었어요ㅠㅜㅜㅠ 초을아 행복해야돼...ㅠㅜㅜ
2261,이 웹툰의 인지도가 올라가서 나 할머니될때까지 연재 했음 좋겠다..
2262,이무기는 용 되고싶은데 되면 승천해야하니까 강유옆에못있어서 그건 그거대로 싫을듯
2263,아니 15편 미리보기는 욕심 맞잖아욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2264,체니는 예뻐질 겁니다
2265,"ㅋㅋㅋ선도부 잠바 던지고 그위로 때리는거 보니까
주인공이 유성공고 일진들  주먹으로 다 때려부술듯"
2266,아이고 하늘도 참 무심하시지..어떻게 저렇게 이쁘고 여리고 무심해서 시크하고 도됴하고 잘생기고 멋지고 혼자 다한 우리 무심이를 외롭게 만들다니...
2267,죽고싶어라는 말 쓰지말라고 죽고싶어요?라고 하는 호선이라니 너무 귀엽다ㅠ.ㅜ 하지만 봉원씨도 너무 좋아
2268,그와중에 백한 홍련이 자기한테 길치라고 했던거 기억해두고 아니라고 증명하는게 귀엽다ㅋㅋㅋㅋㅋㅋㅋ
2269,아ㅋㅋㅋㅋㅋㅋㅋㅋ애용이 마지막에 충격받은거 개귀여워ㅋㅋㅋㅋㅋ
2270,그래 졸다가 일어났는데 눈앞에 유정선배 얼굴이 있으면 엄청 놀라지.. 현실이었으면 으어느어어어엌하면서 흩날려라 팝콘앵될듯
2271,캬 설이 가드 너무 좋다 보라은택이네랑 인호랑 정이랑 크~~~
2272,저런 개그캐릭이 진지한 신선림 원로가 되다니
2273,근데 자기자리를 빼았아갔다는 원망의 감정 때문이라기 보다는 고아원이 불탄이후로 7년동안 행방을 알수 없었던 언니가 눈앞에 있어서 저런 반응을 보인게 아닐까?  애초에 다정이는 은정이가 자기자리를 빼앗아갔다는 사실 자체도 몰랐었음
2274,"천재는 천재를 알아보지만 바보는 천재를 못알아본다는 말이 있는데, 지금 상황이 그런것 같아요. 교수급도 아닌 대학원생급 흔히 이제 본격적으로 배우고 있는 의대 인턴이.. 평가하는 꼴이 된거죠"
2275,고니 마지막 자기소개하는고니
2276,"재우가 인하가 미술을 좋아하고 하고싶어하는걸 알아채준것도 멋진데 
미술에대한 열정이나 간절함을   가지라는 일침날리는것도 멋지네요 "
2277,으 상철이 남의 폰도 막 만지고ㅉㅉ 그와중에 정이 설이랑 찍은 사진보는거 설렌다 정이 잘생겼어ㅠ
2278,아 근데 정말 뜬금없지만 허조교 안경 벗은 모습 잘생기지 않았나요.. 개인적으로 허조교가 환경이 저래서 괴팍(?)해진 것 뿐이지 꽤 정 가는 캐릭터인듯...ㅠㅠ
2279,바름이 행복하자ㅠㅠㅠ 유연아 행복하자ㅠㅠㅠㅠ 내적댄스 평생 춰라ㅠㅠㅠㅠㅠㅠ 흐헝ㅎ헌헝 ㅠㅠㅠㅠㅠㅠㅠ ㅠㅠㅠㅠㅠㅠ
2280,개인적으로 송곳이가 쭉 갔으면 좋겠다 송곳이 개웃김ㅋㅋㅋㅋㅋㅋ
2281,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 ㅡㅋㅋㅋㅋㅋㅋㅋ간지럽게하넼ㅋㅋㅋ
2282,백인하 말할때마다 이성경목소리가 귀에맴돈다...
2283,진짜 현실고증이라 더 빡치네 ㅠ 
2284,유정 백허그할 때 은근히 설이 러브핸들 쪼물쪼물거려ㅋㅋㅋㅋㅋㅋ아 어디서 막 깨소금 냄새가
2285,그 언니에 그 동생이구료.. 
2286,근데 저번화부터 자꾸 나랑이 귀신떡밥 뿌리시는거같은데 작가님 아니죠..?
2287,충고를 하자면 이런 대화 할때에는 항상 녹음을 먼저 해놓고 하세요. 자기 자신이 대화에 직접 참여하고 있으면 법적으로도 아무런 문제 없고 증거로써 아주 좋아요. 심지어 이런 발언하면 재판중에 인성도 드러나게 해줘요 ㅋ
2288,댓글보면 소방사분들과 소통하는기분이예요!
2289,브레이끼 없는 직진수인들.....아우토반 수인들...덕분에 내 심장은 펑
2290,제발둘이언제사겨? 지구봉♡위성은
2291,이게 진짜 명작인게  이거 1990초반에 나온 작품인데 이때 연출하는게 영화 찍듯이 명암 반전해서 진지한 이야기 하도록 이끌어 내면서 전투 장면은  6권이후 부터 영화 보듯이 매끄럽게 연출함.  작가님은 아마도 만화가 아니라 영화를 하셔도 성공 하셨을 뜻.. 물론 스토리는 류기운 님이 쓰셨지만..
2292,모두 외쳐 유정하다... 유멘......
2293,그나저나 준원이가 누구에게나 잘생긴 얼글이 아니라니 저렇게 잘생겼는데 @@@!!!!!!!!!
2294,저번에 그 개그맨 아저씨가 말한 순진한 고양이 부뚜막 먼저 올라간다 했던 그런 거 막 재조명되고 그러는 스토리 아니길ㅜㅜㅜㅜㅜ
2295,"엄마 참,, 뭐라 말하기 힘듦.. 가족에 비정상적이게 광적으로 집착하는게 남편놈의 피해자이자 쉽게 볼 수 있는 기혼여성의 모습같아서.
하지만 명백히 딸인 유일이에게는 가해자임. 
제발 남편이라는 작자랑 손절하고 유일이도 좀 나주고 자기 인생 사세요.."
2296,사빈이 소속한 곳 규모가 어떠냐에 따라 롤랑이디 고생길이 얼마나 험난할지 정해지겠구나... 여태 나온 단체 중에서는 딱히 접점이 없었으니 시즌 2에서 새로 나올 법한데 티시에랑 영주 떡밥도 거기서 회수되겠지
2297,"하...월요병을 잊게하는 판타지다... 그래 탁무이가 나오라그러고, 최애가 먹고싶은 거 말해 보라는 내 최애작품 하나 있으면 월요일따위 하나도 안 힘들어"
2298,예전베댓에 왜 작가님이 인하가깽판칠때가 가장 좋다고했는지 알거같다고ㅋㅋㅋㅋ그런댓글 있었는데ㅋㅋㅋㅋㅋ
2299,ㅜㅜ준이랑깨지고 그 셰프가천생연분인듯
2300,"할머니와 털실이가 마음의 상처들을 치유해주고 나면, 다른 이를 치유해주러 떠나가겠죠? 벌써부터 그 이별이 아쉬워지네요 ㅠㅠ"
2301,비룡 갑자기 극화채라서 개 빵터졌네 ㅋㅋㅋㅋㅋㅋㅋ
2302,웅이 패션센스랑 개그만 부족하지 은근 말 잘함
2303,"으앙 세니카여싱님ㅠㅠ 그건그렇고 오늘 텐세나케미 터지네요,아주 장난아니야 그냥 겨론해!!!"
2304,ㅠㅠ우린친구잖아 하는 거 너무짠내난댜ㅜㅜㅜㅡㅜㅠㅠㅠㅠ
2305,삐졌는데 자기 감정 몰라서 저거는거 꽤 무섭기도 한데 귀엽네
2306,오늘도 열일하는 후준의 얼굴 
2307,햐 패치 여태 다 꿰뚫고 있었네;;;;
2308,"작가님, 다른 작품들보다 더 예민한 주제를 가장 깊게 건드리는 작품 중 하나인 이런 웹툰 보여주셔서 감사합니다. 적은돈이지만 혹여 작가님 작품제작에 도움이될까 싶어서 항상 미리보기로 작품 보고있습니다. 3살배기 제 아들, 그 아들이 나중에 커서 만화를 접할즈음엔 이런 문제가 다 사라져서 에이 엄마~ 이런게 어딨어~ 할수있었음 좋겠지만, 혹시나 내 아이가 작품속 사람들처럼 내일을 맞이하기 힘들때, 이 작품으로 위로를 받았으면 해서 꼭 단행본은 집에 두고싶네요. 단행본 소식 기다리겠습니다. 매주 감사합니다"
2309,"E.T.게임 설명하시느라 살짝 지나치신 부분이 있는데,
라미오 시스터즈(모드에 의해 박살난 게임 중 하나ㅜㅠ)에 있다는 '천장 구멍'을 '써먹던가' 없애던가 하라는 말은,
유명한 고전게임 슈퍼마리오 브라더스에서 많이 선보였던 다른 스테이지로 가는 비밀통로 등의 이스터에그를 말하는 것 같습니다.
슈퍼마리오에서 최단시단 끝판 깨는 방법 중 대표적인 게 바로 1스테이지에서 4,5로, 4,5에서 8로 점프하는 식의 비밀통로였는데 이걸 가져오신 거 같네요.
참고로 저는 GM할배와 달리 극악의 게임감각 보유자라 (게임보이 어드밴스 기준) 한 번도 슈퍼마리오 끝판을 깬 적이 없습니다ㅜㅠ"
2310,진짜 은주의 방은 모든 에피소드가 좋은데 이번 에피소드 진짜 베스트...
2311,막내 금방 갑니다 조상님들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2312,저는 전부 다 이상하다고 외치는 마지막 대사에서 인호가 앨리스 같다고 느꼈는데... 자기가 이상하지 않다고 믿고 싶어하는 유정도 기분만은 앨리스일듯.
2313,"은택이도 화가 나면 주먹부터 나가서 안타깝 ㅜㅜ 때리면 속은 좀 시원해지겠지만, 어쨌든 제 3자에게는 폭력에 대한 이야기만 회자될 뿐.. 좀 더 영리하게 대처하는 방법을 찾았으면 좋겠다ㅜㅜ"
2314,사빈 막컷 울고있어...사빈 우는거 처음봐
2315,민수 자기 무덤 하나만큼은 기깔나게 잘 판단말야
2316,"아무리 강유가 화가 났다 해도 자기를 위해서 사고를 친 이무기를 방치할 인간상은 아닙니다. 강유도 자기와 비슷한 처지인 이무기에의 동정심을 품고 있으니까요. 설령 우암에게 교감해서 연화의 수를 눈치챘더라도, 화를 내도 우암과 연화에게 내지 애꿎은 이무기가 덜컥 잡혀가게 두지는 않을 겁니다."
2317,이렇게 강아지가 설사(?)를 하고 닦을도구가 없을때 굳이 사서 치우는 시람 거의 없는데... 작가님 사랑합니다
2318,같은세계관 이었다니ㅠㅠㅠ 언더프린때 애들 다시 볼수있는 건가!!! 넘나 좋음ㅠ
2319,기우제라니 작가를 공격할방법이 있었군
2320,여기서는 나쁘지 않은 어머니와 나쁘지 않은 아들이 나쁜 사회제도에 상처받고 상처입힌 것 같아요. 이름이란 자신의 존재와 같은 것인데 조선 중기를 넘어서면 결혼한 여성은 이름이 아닌 ~씨부인 정도로 불렸다고 해요. 수많은 여성들이 자신의 꿈과 재능을 버려야했던 시대이니까요. 그만큼 아들도 어머니가 헌신한 것을 알기에 더 열심히 했겠지만 그것은 자신이 원하는 길이 아니었으니..
2321,호선이 울면서 울부짖는씬 슬픈데 웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ뮤지컬 배우같애.......ㅠㅠㅠㅜㅠㅠㅠㅠ귀여웅
2322,표정은 웃고있지 않는데 얼마나 익숙하게 해왔으면 아무렇지 않게 밝은 목소리를 낼까..
2323,아직 십세들 중에 5명 나왔으니깐 5명 남았네
2324,이런댓 달 화는 아닌것같지만 나만 하준이 너무 좋아하냐 똘끼있고 머리좋고 웃는것도 사랑스럽고 단독샷나올때마다 귀ㅣ엽고
2325,아아 미친진짜 도운이 국혼날짜를 앞당겨달라는게 그게 어 질투나 이런의미던 아니던 개 오지는거같다 모든걸 설명해주고있잖아 백한과 홍련과 본인의 모든상황을 설명해주는거같아서 오져 도운의 머리로 이미 여러가지 미래는 그려봤을거고 그 중에서 가장 먼저해야할게 국혼이라는거 아니야. 그리고 나는 처음에 1~3화쯤에는 홍련이 왕이 되어도 약간 꼭두각시왕이려나 했는데 도운도 보니까 홍련 눈치보는거같고 진짜 전하가 되셨군요 전하 싶어서 무릎갈린다 머리좋은 애가 키워놨더니 어 어 고양이인줄 알았더니 호랑이인걸 본 기분인거잖아 너무 좋지않아요? 그냥 모든게 너무 멋집니다. 저는 단지 킹스메이커 웹툰인줄 알았더니 홍이 왕이되는건 당연빳따였고 그 이후가 더 있었던거예요. 작가님의 이런 멋진 그림을 단 한순간도 예상못했습니다. 당신의 지니어스는 정말 하늘을 부쉈어. 비온후작가님 지니어스하다.공감하면 접어라고 했더니 우주가 반 접혀서 내 눈앞에 fii1087행성 있었잖아 . 외계인이랑 같이 차마시고 헤어졌어요
2326,현우야 마지막엔 좀 센스있게 말했어야지 ㅠㅠ
2327,너무 좋다 이 만화..
2328,와...똘똘햇네 ㅋㅋㅋㅋ
2329,순간 킹스맨 생각났네ㅋㅋ 에그시
2330,"신이시여, 하는 배경이 검은색으로 변하는데 웹툰의 분위기가 가라앉는 것과 동시에 제 마음도 내려앉았어요. 생명을 살리는 일의 무게와 숭고함이, 그리고 있는 힘을 다해도 살리기 힘든 환자에 대하여 신의 힘을 구하는 모습이 눈물이 나게 만듭니다......"
2331,"사실 현실에서 가장 이상적인 친구, 사람은
경환 이 인거같다."
2332,다들 인형이를 외치지만 나는 근영이가 걱정된다
2333,그와중에 나남훈 고문당하는거 왜이렇게 좋냐 ㅋㅋ
2334,작가님이 시즌2에는 권태기가 온 커플이 해어지고 새로운 사랑을 찾는다고 하섰는데 드게 유미와 구웅이 헤어지고 유미와 바비가 사귄다는게 아니라 유바비가 애인과 헤어지고 루비랑 사귄다는걸지도
2335,"새로나온 여자애는 감지타입인것 같은데.
 민호는 자기 손찌르니 귀신 두동강나고
귀신을 보는 애들중에서 그냥 볼 줄 아는애와 능력이 있는애들이 있는거 아닐까요? 
사일런은 그런 능력자(운좋게 살아남은 사람이 아닌)를 찾는거고."
2336,이게 애들 보기 잔인하면 동물의 왕국도 보여주지 마슈.      호랑이가 가젤 잡아먹는거도 충격적이니께ㅉㅉ
2337,방금 베어그릴스 보고왔는데 내용에 집중이 안되고 모래폭풍에서 베어형이 나올것같다..
2338,그렇게 나남훈도 날려주시오 보미낭자
2339,"진짜 아름이 타이밍 갓타이밍이네요. 계획대로 사는것에 이게 맞는가 의문을 느낄때 딱.. 예정에 없던 치킨.. 치킨은 옳았습니다.
그래서 아름이랑 바름이랑 잘된다는 이야기인건가요?"
2340,왼손만쓴다는게 수련할때 둘이싸우면 복아가무조건 이길거니까 핸디캡주려고 그때 왼손만쓰겠다는말임
2341,지나가다 마주쳤음 좋겠대ㅠㅠㅠㅠ강민이 주식삽니다ㅠㅠㅠㅠㅜㅠ
2342,정이 은택이가 설이 집 가봤다는 거에 오잉하고 또 자기가 몰랐던 오영곤 일에 학원 일까지 듣고 띠용하는거 몇 컷 안되는 표정에서도 다 보인다.... 갓순끼 당신은 도덕책..
2343,철없던 시절 백인호....
2344,"대리님 진찌 요정됐어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
요정 이름은 딸기요정 패치인ㄴ가요!!!"
2345,"이번화 보고 바로소장 쿠키4개썼습니다
좋은쿠키였어요 어떠케진짜...., 작가님 너무사랑하고
너무 무리하지마시고 우암잘생겼고 다음은 결혼으로"
2346,레넌.....당신....
2347,둘이 위기 해결하는 방법이 전혀 다른 거 개웃김 ㅋㅋㅋ 백인호는 힘 유정은 머리
2348,다정이는 이미 알고있었어ㅠㅠㅠㅠ마지막 보고 소름돋음ㅠㅠㅠㅠㅠㅠ
2349,작가님 좋은 작품그려주셔서 감사합니다
2350,그나저나 홍련이 뒤에서 엄청 노력하는 거 뭔가 슬프다.... 어떻게든 인정받고 사랑받고 싶어서 저러는ㄴ거니까.... 얼른 홍련이 꽃길 걷고 행복해지자.... 진짜 저렇게 노력하는데...ㅠㅠㅠㅠ 결말은 해피엔딩하자...
2351,하이에나앞의 토끼라니... 토끼한테 사과해요
2352,고깃집 사장님 존멋
2353,"68기 경기도소방학교 졸업한 신규 직원입니다. 정말 잘 담아내셨네요.. 웹툰보면서 소중한 소방학교의 추억 다시 곱씹어봅니다ㅎ 눈물맺히네요..ㅋㅋ 현장투입 5개월차이지만 처음 소방관이 되고자했던 이유, 첫 소방학교에 발을 내딛었을 때 그 감정들 다시 마음속에 새기며 더 열심히하겠습니다. 감사합니다. 그리고 신규임용된 69기분들도 모두 안전하고 건강하게 각자 일선 서에서 최선을 다하시기바랍니다.
안전!!"
